Term	Genes	P.value	Adjusted.P.value
proteoglycan biosynthetic process (GO:0030166)	CANT1	0.19581553454919778	0.41924118546230316
negative regulation of interleukin-6 production (GO:0032715)	ARRB1	0.19581553454919778	0.41924118546230316
organelle transport along microtubule (GO:0072384)	TRAK2	0.19581553454919778	0.41924118546230316
peptidyl-asparagine modification (GO:0018196)	HIF1AN	0.19581553454919778	0.41924118546230316
phospholipid translocation (GO:0045332)	ATP8B2	0.19581553454919778	0.41924118546230316
renal water homeostasis (GO:0003091)	ADCY9	0.19581553454919778	0.41924118546230316
positive regulation of Rho protein signal transduction (GO:0035025)	ARRB1	0.19581553454919778	0.41924118546230316
positive regulation of RNA splicing (GO:0033120)	ERN1	0.19581553454919778	0.41924118546230316
tube closure (GO:0060606)	MTHFR	0.19581553454919778	0.41924118546230316
protein acetylation (GO:0006473)	CLOCK	0.19581553454919778	0.41924118546230316
multivesicular body organization (GO:0036257)	VPS37A	0.19581553454919778	0.41924118546230316
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	GNA13;ADCY9	0.2001632107565454	0.41924118546230316
regulation of protein binding (GO:0043393)	HDAC4;ADD2	0.2001632107565454	0.41924118546230316
negative regulation of double-strand break repair (GO:2000780)	RNF169	0.2014535566507171	0.41924118546230316
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	CLOCK	0.2014535566507171	0.41924118546230316
regulation of cell morphogenesis (GO:0022604)	ZMYM3	0.2014535566507171	0.41924118546230316
regulation of cellular biosynthetic process (GO:0031326)	PRKAB2	0.2014535566507171	0.41924118546230316
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	ATXN7	0.2014535566507171	0.41924118546230316
regulation of chemotaxis (GO:0050920)	MYCBP2	0.2014535566507171	0.41924118546230316
cellular response to glucose stimulus (GO:0071333)	ERN1	0.2014535566507171	0.41924118546230316
cellular response to topologically incorrect protein (GO:0035967)	ERN1	0.2014535566507171	0.41924118546230316
DNA damage checkpoint signaling (GO:0000077)	CLOCK	0.2014535566507171	0.41924118546230316
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	LIN7A	0.2014535566507171	0.41924118546230316
GPI anchor biosynthetic process (GO:0006506)	PIGT	0.2014535566507171	0.41924118546230316
liver development (GO:0001889)	LSR	0.2014535566507171	0.41924118546230316
long-chain fatty acid transport (GO:0015909)	PRKAB2	0.2014535566507171	0.41924118546230316
superoxide metabolic process (GO:0006801)	SH3PXD2B	0.2014535566507171	0.41924118546230316
macroautophagy (GO:0016236)	PRKAB2;VPS37A	0.2052618177570611	0.4217732684090915
actin filament bundle assembly (GO:0051017)	ADD2	0.20705233176446308	0.4217732684090915
actin filament bundle organization (GO:0061572)	ADD2	0.20705233176446308	0.4217732684090915
regulation of interleukin-17 production (GO:0032660)	SLC7A5	0.20705233176446308	0.4217732684090915
neuron projection extension (GO:1990138)	FLRT1	0.20705233176446308	0.4217732684090915
positive regulation of cytokine production involved in immune response (GO:0002720)	SLC7A5	0.20705233176446308	0.4217732684090915
positive regulation of histone modification (GO:0031058)	ARRB1	0.20705233176446308	0.4217732684090915
signal transduction by p53 class mediator (GO:0072331)	MDM4	0.20705233176446308	0.4217732684090915
potassium ion transport (GO:0006813)	KCNA1;KCNQ2	0.21037474817262222	0.42633161708140876
cellular response to vascular endothelial growth factor stimulus (GO:0035924)	ERN1	0.2126121311159233	0.42633161708140876
neural tube closure (GO:0001843)	MTHFR	0.2126121311159233	0.42633161708140876
regulation of myoblast differentiation (GO:0045661)	HIF1AN	0.2126121311159233	0.42633161708140876
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	CBL	0.2126121311159233	0.42633161708140876
histone lysine methylation (GO:0034968)	KMT2A	0.2126121311159233	0.42633161708140876
non-canonical Wnt signaling pathway (GO:0035567)	AGO1;PRICKLE2	0.21550062252936394	0.4310012450587279
protein targeting (GO:0006605)	VPS37A;TRAK2	0.21806799223795514	0.4317804179129416
regulation of lipid biosynthetic process (GO:0046890)	PRKAB2	0.2181332241144601	0.4317804179129416
regulation of muscle cell differentiation (GO:0051147)	SPAG9	0.2181332241144601	0.4317804179129416
protein localization to cilium (GO:0061512)	TUB	0.2181332241144601	0.4317804179129416
regulation of transcription, DNA-templated (GO:0006355)	HDAC4;MAP3K2;CCNT2;KDM3B;KMT2A;BICRAL;MGA;ARID4A;WWP1;BAZ2A;ARRB1;TCF20;FOXN2;NR2C2;ARID1B;MBTD1;RFX7;MDM4;CLOCK	0.22195880707992902	0.43590943360551215
activation of adenylate cyclase activity (GO:0007190)	ADCY9	0.22361587827815235	0.43590943360551215
negative regulation of DNA metabolic process (GO:0051053)	KMT2A	0.22361587827815235	0.43590943360551215
regulation of embryonic development (GO:0045995)	NR2C2	0.22361587827815235	0.43590943360551215
regulation of receptor internalization (GO:0002090)	ARRB1	0.22361587827815235	0.43590943360551215
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	AGO1	0.22361587827815235	0.43590943360551215
negative regulation of nucleic acid-templated transcription (GO:1903507)	MBTD1;HDAC4;ARID4A;WWP1;CLOCK	0.2258809673575505	0.43921299208412595
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	ERN1	0.22906035932406685	0.4420463074674974
positive regulation of myeloid cell differentiation (GO:0045639)	MTURN	0.22906035932406685	0.4420463074674974
lysosome localization (GO:0032418)	SPAG9	0.22906035932406685	0.4420463074674974
regulation of primary metabolic process (GO:0080090)	PRKAB2;FASN	0.2309426380672458	0.4434559384333648
protein glycosylation (GO:0006486)	ST8SIA1;TET3	0.2309426380672458	0.4434559384333648
regulation of ERK1 and ERK2 cascade (GO:0070372)	GAREM1;ARRB1;MTURN	0.23297729925287242	0.44467866243393184
negative regulation of G0 to G1 transition (GO:0070317)	MGA	0.2344669311015277	0.44467866243393184
connective tissue development (GO:0061448)	SH3PXD2B	0.2344669311015277	0.44467866243393184
positive regulation of production of molecular mediator of immune response (GO:0002702)	SLC7A5	0.2344669311015277	0.44467866243393184
ventricular septum development (GO:0003281)	MDM4	0.2344669311015277	0.44467866243393184
axonogenesis (GO:0007409)	KIF5C;VLDLR;SPTBN2	0.2366827944113795	0.4460715190967467
RNA metabolic process (GO:0016070)	AGO1;ADAR	0.2386919954833755	0.4460715190967467
regulation of dendrite development (GO:0050773)	VLDLR	0.2398358557221469	0.4460715190967467
odontogenesis (GO:0042476)	ANKRD11	0.2398358557221469	0.4460715190967467
DNA integrity checkpoint signaling (GO:0031570)	CLOCK	0.2398358557221469	0.4460715190967467
regulation of receptor-mediated endocytosis (GO:0048259)	CBL	0.2398358557221469	0.4460715190967467
vesicle cytoskeletal trafficking (GO:0099518)	TRAK2	0.2398358557221469	0.4460715190967467
protein acylation (GO:0043543)	CLOCK	0.2398358557221469	0.4460715190967467
anterograde trans-synaptic signaling (GO:0098916)	GABRB2;KCNA1;KCNQ2	0.2441247059032836	0.44947355463748434
negative regulation of ERBB signaling pathway (GO:1901185)	CBL	0.24516739343862784	0.44947355463748434
bone development (GO:0060348)	SH3PXD2B	0.24516739343862784	0.44947355463748434
negative regulation of protein kinase B signaling (GO:0051898)	OTUD3	0.24516739343862784	0.44947355463748434
fatty acid derivative biosynthetic process (GO:1901570)	FASN	0.24516739343862784	0.44947355463748434
glycolipid biosynthetic process (GO:0009247)	ST8SIA1	0.24516739343862784	0.44947355463748434
positive regulation of DNA-binding transcription factor activity (GO:0051091)	HDAC4;OPRD1;CLOCK	0.24786014014374494	0.4516524311454691
regulation of cell development (GO:0060284)	CLOCK	0.2504618027261238	0.4516524311454691
carboxylic acid transmembrane transport (GO:1905039)	SLC7A5	0.2504618027261238	0.4516524311454691
regulation of G0 to G1 transition (GO:0070316)	MGA	0.2504618027261238	0.4516524311454691
regulation of mitochondrial membrane potential (GO:0051881)	OPRD1	0.2504618027261238	0.4516524311454691
import into cell (GO:0098657)	SLC7A5	0.2504618027261238	0.4516524311454691
visual system development (GO:0150063)	SH3PXD2B	0.2504618027261238	0.4516524311454691
potassium ion transmembrane transport (GO:0071805)	KCNA1;KCNQ2	0.25422711155014144	0.4526526253552046
protein dephosphorylation (GO:0006470)	PPM1L;EYA3	0.25422711155014144	0.4526526253552046
ATP-dependent chromatin remodeling (GO:0043044)	ARID1B	0.25571934029807014	0.4526526253552046
calcium ion transmembrane import into cytosol (GO:0097553)	SLC8A3	0.25571934029807014	0.4526526253552046
regulation of double-strand break repair (GO:2000779)	RNF169	0.25571934029807014	0.4526526253552046
negative regulation of protein catabolic process (GO:0042177)	MDM4	0.25571934029807014	0.4526526253552046
nucleic acid-templated transcription (GO:0097659)	BAZ2A	0.25571934029807014	0.4526526253552046
skeletal system morphogenesis (GO:0048705)	ANKRD11	0.25571934029807014	0.4526526253552046
protein localization to cell periphery (GO:1990778)	SLC9A3R2;LIN7A	0.2568193537032231	0.45355711548505
regulation of small GTPase mediated signal transduction (GO:0051056)	GNA13;FAM13B	0.2594121029612576	0.4566454568806507
cellular glucose homeostasis (GO:0001678)	ERN1	0.26094026107465756	0.4566454568806507
cellular response to glucose starvation (GO:0042149)	SIK2	0.26094026107465756	0.4566454568806507
signal release from synapse (GO:0099643)	LIN7A	0.26094026107465756	0.4566454568806507
chromatin organization (GO:0006325)	HDAC4;BAZ2A	0.26200522619364436	0.4574694425603314
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	CBL	0.2661248183396091	0.45807108084396886
cation transmembrane transport (GO:0098655)	SLC7A5	0.2661248183396091	0.45807108084396886
neurogenesis (GO:0022008)	TRAK2	0.2661248183396091	0.45807108084396886
neurotransmitter secretion (GO:0007269)	LIN7A	0.2661248183396091	0.45807108084396886
positive regulation of stress fiber assembly (GO:0051496)	LIMCH1	0.2661248183396091	0.45807108084396886
metal ion homeostasis (GO:0055065)	KCNA1	0.2661248183396091	0.45807108084396886
negative regulation of cell migration (GO:0030336)	LIMCH1;LDLRAD4	0.26719207109677584	0.45807108084396886
protein phosphorylation (GO:0006468)	ERN1;MAP3K9;SIK2;CDC42BPA;CAMK1G	0.2676424246085244	0.45807108084396886
action potential (GO:0001508)	KCNA1	0.2712732634608439	0.45807108084396886
amino acid transmembrane transport (GO:0003333)	SLC7A5	0.2712732634608439	0.45807108084396886
regulation of DNA repair (GO:0006282)	EYA3	0.2712732634608439	0.45807108084396886
cellular response to radiation (GO:0071478)	CLOCK	0.2712732634608439	0.45807108084396886
regulation of insulin receptor signaling pathway (GO:0046626)	SIK2	0.2712732634608439	0.45807108084396886
positive regulation of response to biotic stimulus (GO:0002833)	PUM2	0.2712732634608439	0.45807108084396886
positive regulation of RNA metabolic process (GO:0051254)	ERN1	0.2712732634608439	0.45807108084396886
alpha-amino acid metabolic process (GO:1901605)	MTHFR	0.2763858462398367	0.46264587305363974
spliceosomal complex assembly (GO:0000245)	SF3B1	0.2763858462398367	0.46264587305363974
positive regulation of smooth muscle cell proliferation (GO:0048661)	ERN1	0.2763858462398367	0.46264587305363974
posttranscriptional regulation of gene expression (GO:0010608)	PUM2	0.2763858462398367	0.46264587305363974
regulation of cellular metabolic process (GO:0031323)	FASN	0.28146281464982054	0.46910469108303426
glycosphingolipid metabolic process (GO:0006687)	ST8SIA1	0.28146281464982054	0.46910469108303426
response to cytokine (GO:0034097)	HDAC4;ADAR	0.282748289576073	0.47022933687597457
purine ribonucleotide biosynthetic process (GO:0009152)	ADCY9	0.2865044149796206	0.47038038280236216
cellular response to ionizing radiation (GO:0071479)	CLOCK	0.2865044149796206	0.47038038280236216
nucleus organization (GO:0006997)	ATXN7	0.2865044149796206	0.47038038280236216
positive regulation of endocytosis (GO:0045807)	CBL	0.2865044149796206	0.47038038280236216
histone H4 acetylation (GO:0043967)	KMT2A	0.2865044149796206	0.47038038280236216
myelination (GO:0042552)	SLC8A3	0.2865044149796206	0.47038038280236216
receptor internalization (GO:0031623)	ARRB1	0.2915108919386749	0.47156173695962117
cellular response to mechanical stimulus (GO:0071260)	MAP3K2	0.2915108919386749	0.47156173695962117
oligosaccharide metabolic process (GO:0009311)	ST8SIA1	0.2915108919386749	0.47156173695962117
response to glucose (GO:0009749)	ERN1	0.2915108919386749	0.47156173695962117
response to unfolded protein (GO:0006986)	ERN1	0.2915108919386749	0.47156173695962117
RNA catabolic process (GO:0006401)	ERN1	0.2915108919386749	0.47156173695962117
secondary alcohol metabolic process (GO:1902652)	IDH3B	0.2915108919386749	0.47156173695962117
amino acid transport (GO:0006865)	SLC7A5	0.2964824884084789	0.4766002423267824
regulation of cellular component movement (GO:0051270)	MYCBP2	0.2964824884084789	0.4766002423267824
chloride transmembrane transport (GO:1902476)	GABRB2	0.2964824884084789	0.4766002423267824
peptidyl-serine phosphorylation (GO:0018105)	ERN1;CAMK1G	0.29827786957445546	0.47749263944351494
regulation of signal transduction by p53 class mediator (GO:1901796)	PRKAB2;MDM4	0.29827786957445546	0.47749263944351494
positive regulation of MAPK cascade (GO:0043410)	GAREM1;ARRB1;MTURN	0.3008899074074589	0.47854221279273174
inorganic cation transmembrane transport (GO:0098662)	SLC8A3;KCNA1;KCNQ2	0.3008899074074589	0.47854221279273174
negative regulation of protein ubiquitination (GO:0031397)	ARRB1	0.30141944572009727	0.47854221279273174
positive regulation of actin filament bundle assembly (GO:0032233)	LIMCH1	0.30141944572009727	0.47854221279273174
cellular response to growth factor stimulus (GO:0071363)	ERN1;GAREM1	0.3034442424014475	0.47977837094274045
skeletal system development (GO:0001501)	ANKRD11;SH3PXD2B	0.3034442424014475	0.47977837094274045
negative regulation of protein metabolic process (GO:0051248)	MDM4	0.30632200343682264	0.4833359480458062
phosphorylation (GO:0016310)	ERN1;MAP3K9;SIK2;CDC42BPA	0.3074269719038312	0.48408746087106347
heart morphogenesis (GO:0003007)	MDM4	0.31119039954812566	0.4870256253090584
IRE1-mediated unfolded protein response (GO:0036498)	ERN1	0.31119039954812566	0.4870256253090584
positive regulation of phagocytosis (GO:0050766)	TUB	0.31119039954812566	0.4870256253090584
regulation of cyclin-dependent protein kinase activity (GO:1904029)	CCNT2	0.3160248704252871	0.49258937293010335
regulation of focal adhesion assembly (GO:0051893)	LIMCH1	0.3160248704252871	0.49258937293010335
double-strand break repair (GO:0006302)	HERC2;EYA3	0.3189010804692557	0.4950616254076615
regulation of cardiac conduction (GO:1903779)	SLC8A3	0.32082565075119884	0.4950616254076615
negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	ARRB1	0.32082565075119884	0.4950616254076615
glycoprotein metabolic process (GO:0009100)	ST8SIA1	0.32082565075119884	0.4950616254076615
positive regulation of response to DNA damage stimulus (GO:2001022)	EYA3	0.32082565075119884	0.4950616254076615
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	GNA13;ADCY9	0.32147000572068885	0.49506380880986084
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	MDM4	0.3255929736406137	0.4974337097287153
Rho protein signal transduction (GO:0007266)	GNA13	0.3255929736406137	0.4974337097287153
sensory organ development (GO:0007423)	SH3PXD2B	0.3255929736406137	0.4974337097287153
tight junction assembly (GO:0120192)	LSR	0.3255929736406137	0.4974337097287153
carboxylic acid transport (GO:0046942)	SLC7A5	0.3303270706095505	0.501680166408982
dicarboxylic acid metabolic process (GO:0043648)	MTHFR	0.3303270706095505	0.501680166408982
positive regulation of interferon-gamma production (GO:0032729)	SLC7A5	0.3303270706095505	0.501680166408982
regulation of neurotransmitter receptor activity (GO:0099601)	DLGAP4	0.3350281715650445	0.5018904515663118
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	LDLRAD4	0.3350281715650445	0.5018904515663118
regulation of phagocytosis (GO:0050764)	TUB	0.3350281715650445	0.5018904515663118
eye development (GO:0001654)	SH3PXD2B	0.3350281715650445	0.5018904515663118
RNA modification (GO:0009451)	ADAR	0.3350281715650445	0.5018904515663118
positive regulation of protein binding (GO:0032092)	ADD2	0.3350281715650445	0.5018904515663118
membrane lipid biosynthetic process (GO:0046467)	PPM1L	0.3350281715650445	0.5018904515663118
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	MBTD1;HDAC4;ARID4A;WWP1;CLOCK	0.33717963595119116	0.5041326595775091
organelle organization (GO:0006996)	ATP8B2;ZMYM3;KIF5C;ATXN7	0.33911002840390875	0.5059309646066407
phospholipid transport (GO:0015914)	ATP8B2	0.3396965048073159	0.5059309646066407
regulation of gene expression (GO:0010468)	HDAC4;OPRD1;SLC7A5;AGO1;BAZ2A;FOXN2;NR2C2;CLOCK;PUM2	0.34330365657325784	0.5081338557292154
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	ADCY9	0.34433229716482133	0.5081338557292154
cellular protein catabolic process (GO:0044257)	VLDLR	0.34433229716482133	0.5081338557292154
peptidyl-threonine phosphorylation (GO:0018107)	CDC42BPA	0.34433229716482133	0.5081338557292154
cation transport (GO:0006812)	SLC8A3;KCNA1	0.3444751593385071	0.5081338557292154
B cell differentiation (GO:0030183)	HDAC4	0.34893577379226814	0.51177246822866
regulation of DNA-templated transcription, initiation (GO:2000142)	AGO1	0.34893577379226814	0.51177246822866
response to light stimulus (GO:0009416)	CLOCK	0.34893577379226814	0.51177246822866
mRNA processing (GO:0006397)	ERN1;RNPC3;SF3B1	0.35064799972632443	0.513306007203935
positive regulation of developmental process (GO:0051094)	VLDLR;NR2C2	0.35209069789575076	0.5144399191266188
double-strand break repair via nonhomologous end joining (GO:0006303)	HERC2	0.35350715837993213	0.5153195107000141
regulation of nucleic acid-templated transcription (GO:1903506)	BAZ2A;FOXN2;NR2C2;CLOCK	0.35501312839033067	0.5153195107000141
protein stabilization (GO:0050821)	MDM4;OTUD3	0.3571511319016016	0.5153195107000141
actin cytoskeleton reorganization (GO:0031532)	CDC42BPA	0.358046673018841	0.5153195107000141
neuropeptide signaling pathway (GO:0007218)	OPRD1	0.358046673018841	0.5153195107000141
positive regulation of DNA metabolic process (GO:0051054)	EYA3	0.358046673018841	0.5153195107000141
positive regulation of Ras protein signal transduction (GO:0046579)	ARRB1	0.358046673018841	0.5153195107000141
positive regulation of viral process (GO:0048524)	ADAR	0.358046673018841	0.5153195107000141
negative regulation of cell cycle process (GO:0010948)	MGA	0.36255453832953627	0.5176077830538496
regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	AGO1	0.36255453832953627	0.5176077830538496
negative regulation of cytokine production (GO:0001818)	ARRB1;ASB1	0.36471536363765694	0.5176077830538496
regulation of intracellular signal transduction (GO:1902531)	GNA13;PRKAB2;FAM13B;MDM4	0.36614953021713365	0.5176077830538496
regulation of cell-matrix adhesion (GO:0001952)	LIMCH1	0.36703097343818425	0.5176077830538496
cellular response to type I interferon (GO:0071357)	ADAR	0.36703097343818425	0.5176077830538496
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	OPRD1	0.36703097343818425	0.5176077830538496
inorganic anion transmembrane transport (GO:0098661)	GABRB2	0.36703097343818425	0.5176077830538496
type I interferon signaling pathway (GO:0060337)	ADAR	0.36703097343818425	0.5176077830538496
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	MDM4	0.36703097343818425	0.5176077830538496
protein autoubiquitination (GO:0051865)	KLHL24	0.36703097343818425	0.5176077830538496
cellular component disassembly (GO:0022411)	SH3PXD2B	0.37147619579151947	0.5210139722394718
embryonic organ development (GO:0048568)	KMT2A	0.37147619579151947	0.5210139722394718
extracellular matrix disassembly (GO:0022617)	SH3PXD2B	0.37147619579151947	0.5210139722394718
anion transmembrane transport (GO:0098656)	SLC7A5	0.3758904216181217	0.5215056299927094
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	CBL	0.3758904216181217	0.5215056299927094
peptidyl-threonine modification (GO:0018210)	CDC42BPA	0.3758904216181217	0.5215056299927094
positive regulation of catabolic process (GO:0009896)	WWP1	0.3758904216181217	0.5215056299927094
regulation of viral genome replication (GO:0045069)	ADAR	0.3758904216181217	0.5215056299927094
transcription elongation from RNA polymerase II promoter (GO:0006368)	CCNT2	0.3758904216181217	0.5215056299927094
protein polyubiquitination (GO:0000209)	RNF19A;UBE4A;WWP1	0.3773381097426934	0.52257256205373
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	LDLRAD4	0.380273865433981	0.5256927762731874
DNA-templated transcription, elongation (GO:0006354)	CCNT2	0.3846267403446223	0.5298078534264028
synapse assembly (GO:0007416)	GABRB2	0.3846267403446223	0.5298078534264028
negative regulation of cell differentiation (GO:0045596)	LDLRAD4;USF3	0.38719981932658276	0.5319554683587715
COPII-coated vesicle budding (GO:0090114)	SEC23B	0.38894925803375113	0.5319554683587715
establishment of protein localization to membrane (GO:0090150)	VPS37A	0.38894925803375113	0.5319554683587715
snRNA transcription by RNA polymerase II (GO:0042795)	CCNT2	0.38894925803375113	0.5319554683587715
regulation of glycolytic process (GO:0006110)	HDAC4	0.3932416286912648	0.5340318414325818
regulation of hematopoietic stem cell differentiation (GO:1902036)	KMT2A	0.3932416286912648	0.5340318414325818
gland development (GO:0048732)	LSR	0.3932416286912648	0.5340318414325818
snRNA transcription (GO:0009301)	CCNT2	0.3932416286912648	0.5340318414325818
cell junction organization (GO:0034330)	SLC8A3	0.3975040611089466	0.5379228946465534
negative regulation of supramolecular fiber organization (GO:1902904)	ATXN7	0.3975040611089466	0.5379228946465534
negative regulation of cell adhesion (GO:0007162)	ADAM22	0.4017367625718065	0.5379779255309409
neurotransmitter transport (GO:0006836)	LIN7A	0.4017367625718065	0.5379779255309409
regulation of Rho protein signal transduction (GO:0035023)	ARRB1	0.4017367625718065	0.5379779255309409
positive regulation of JNK cascade (GO:0046330)	MTURN	0.4017367625718065	0.5379779255309409
positive regulation of synaptic transmission (GO:0050806)	SLC8A3	0.4017367625718065	0.5379779255309409
ubiquitin-dependent ERAD pathway (GO:0030433)	UBE4A	0.4017367625718065	0.5379779255309409
regulation of signal transduction (GO:0009966)	SLC8A3;SIK2	0.4044485262045915	0.5389202637942113
cellular protein localization (GO:0034613)	HERC2;SH3PXD2B;FAM91A1	0.40568768864342547	0.5389202637942113
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	MDM4	0.4059399389618734	0.5389202637942113
regulation of peptide hormone secretion (GO:0090276)	CLOCK	0.4059399389618734	0.5389202637942113
regulation of stress fiber assembly (GO:0051492)	LIMCH1	0.4059399389618734	0.5389202637942113
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	KMT2A	0.4101137947714476	0.5425904157629118
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	HIF1AN	0.4101137947714476	0.5425904157629118
ncRNA processing (GO:0034470)	AGO1;ADAR	0.41177109110513177	0.5434055715113882
chloride transport (GO:0006821)	GABRB2	0.41425853308725313	0.5434055715113882
regulation of RNA splicing (GO:0043484)	ERN1	0.41425853308725313	0.5434055715113882
RNA transport (GO:0050658)	KIF5C	0.41425853308725313	0.5434055715113882
water-soluble vitamin metabolic process (GO:0006767)	MTHFR	0.41425853308725313	0.5434055715113882
regulation of cellular macromolecule biosynthetic process (GO:2000112)	BAZ2A;FOXN2;NR2C2;CLOCK	0.4152695449990284	0.5438053565463468
inorganic cation import across plasma membrane (GO:0098659)	SLC8A3	0.41837435561248504	0.5456393055339596
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	CBL	0.41837435561248504	0.5456393055339596
intracellular protein transport (GO:0006886)	HERC2;FAM91A1;TRAK2	0.41879588255918193	0.5456393055339596
negative regulation of blood vessel morphogenesis (GO:2000181)	AGO1	0.42246146258046197	0.5485587288144279
negative regulation of protein serine/threonine kinase activity (GO:0071901)	SLC8A3	0.42246146258046197	0.5485587288144279
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	RNF19A	0.426520052912036	0.551967127297929
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	RNF19A	0.426520052912036	0.551967127297929
cellular protein modification process (GO:0006464)	ERN1;PIGT;PPM1L;ST8SIA1;MAP3K9;SIK2;CDC42BPA;ASB1	0.428067346815167	0.5530400286034876
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	EYA3	0.4305503241534472	0.5543875411340373
skin development (GO:0043588)	LSR	0.4305503241534472	0.5543875411340373
regulation of interleukin-8 production (GO:0032677)	ARRB1	0.43455247250514484	0.5576756730482693
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	OPRD1	0.43455247250514484	0.5576756730482693
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	CCNT2	0.43852669282942136	0.5609062350143762
positive regulation of protein ubiquitination (GO:0031398)	MYCBP2	0.43852669282942136	0.5609062350143762
positive regulation of protein modification process (GO:0031401)	LIMCH1;ARRB1	0.4429774888950971	0.5656594800152981
lymphocyte differentiation (GO:0030098)	HDAC4	0.4463921219496211	0.5681354279358813
vascular transport (GO:0010232)	SLC7A5	0.4463921219496211	0.5681354279358813
B cell activation (GO:0042113)	HDAC4	0.4502837137614959	0.5687885671758169
positive regulation of protein catabolic process (GO:0045732)	WWP1	0.4502837137614959	0.5687885671758169
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	PRICKLE2	0.4502837137614959	0.5687885671758169
negative regulation of phosphorylation (GO:0042326)	HDAC4	0.45414814353176547	0.5687885671758169
regulation of interferon-gamma production (GO:0032649)	SLC7A5	0.45414814353176547	0.5687885671758169
response to interleukin-1 (GO:0070555)	HDAC4	0.45414814353176547	0.5687885671758169
positive regulation of proteasomal protein catabolic process (GO:1901800)	RNF19A	0.45414814353176547	0.5687885671758169
transport across blood-brain barrier (GO:0150104)	SLC7A5	0.45414814353176547	0.5687885671758169
gene expression (GO:0010467)	BAZ2A;ADAR;LMF2	0.45569792256567543	0.5687885671758169
negative regulation of angiogenesis (GO:0016525)	AGO1	0.4579855995441643	0.5687885671758169
protein targeting to membrane (GO:0006612)	VPS37A	0.4579855995441643	0.5687885671758169
calcium ion transmembrane transport (GO:0070588)	SLC8A3	0.4579855995441643	0.5687885671758169
ERAD pathway (GO:0036503)	UBE4A	0.4579855995441643	0.5687885671758169
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	HIF1AN	0.4579855995441643	0.5687885671758169
sodium ion transmembrane transport (GO:0035725)	SLC8A3	0.4579855995441643	0.5687885671758169
transcription, DNA-templated (GO:0006351)	CCNT2;BAZ2A	0.4594037029517248	0.5696310004393367
regulation of establishment of planar polarity (GO:0090175)	PRICKLE2	0.4617962686989018	0.5698447546444781
retrograde transport, endosome to Golgi (GO:0042147)	SPAG9	0.4617962686989018	0.5698447546444781
positive regulation of neuron projection development (GO:0010976)	VLDLR	0.4617962686989018	0.5698447546444781
transforming growth factor beta receptor signaling pathway (GO:0007179)	CBL	0.4655803366115963	0.5726786888034012
post-Golgi vesicle-mediated transport (GO:0006892)	ARRB1	0.4655803366115963	0.5726786888034012
positive regulation of binding (GO:0051099)	ADD2	0.46933798772359536	0.5754621823999497
sodium ion transport (GO:0006814)	SLC8A3	0.46933798772359536	0.5754621823999497
regulation of stem cell differentiation (GO:2000736)	KMT2A	0.4730694050363985	0.5791151699173718
regulation of lipid metabolic process (GO:0019216)	FASN	0.47677477050108313	0.5827247195013239
protein transport (GO:0015031)	HERC2;VLDLR;FAM91A1	0.47916550891261434	0.5844388368768804
regulation of heart contraction (GO:0008016)	SLC8A3	0.48045426460138346	0.5844388368768804
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	OPRD1	0.48045426460138346	0.5844388368768804
regulation of autophagy (GO:0010506)	ERN1;PRKAB2	0.4823794025976305	0.5853638757476523
positive regulation of protein phosphorylation (GO:0001934)	OPRD1;LIMCH1;ARRB1	0.48273514428540154	0.5853638757476523
hemopoiesis (GO:0030097)	KMT2A	0.4841080667484399	0.5861056782960672
