database.name	Term	Genes	P.value	Adjusted.P.value
GO_Biological_Process_2021	regulation of collagen biosynthetic process (GO:0032965)	TGFB1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	interleukin-7-mediated signaling pathway (GO:0038111)	JAK3	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	cellular response to glucagon stimulus (GO:0071377)	PRKACA	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	negative regulation of RNA metabolic process (GO:0051253)	TGFB1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	cellular response to interleukin-7 (GO:0098761)	JAK3	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	leukocyte adhesion to vascular endothelial cell (GO:0061756)	VCAM1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	neuromuscular process (GO:0050905)	TIFAB	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	endocardial cushion morphogenesis (GO:0003203)	ACVR1	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	pore complex assembly (GO:0046931)	GSDMD	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	positive regulation of actin cytoskeleton reorganization (GO:2000251)	FES	0.02535182406329611	0.0700344139748555
GO_Biological_Process_2021	regulation of tissue remodeling (GO:0034103)	TGFB1	0.02666884553614584	0.07216916159373343
GO_Biological_Process_2021	growth hormone receptor signaling pathway (GO:0060396)	JAK3	0.02666884553614584	0.07216916159373343
GO_Biological_Process_2021	regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	SPRY4	0.02666884553614584	0.07216916159373343
GO_Biological_Process_2021	lipopolysaccharide-mediated signaling pathway (GO:0031663)	TGFB1	0.02666884553614584	0.07216916159373343
GO_Biological_Process_2021	endoplasmic reticulum calcium ion homeostasis (GO:0032469)	TGM2	0.02666884553614584	0.07216916159373343
GO_Biological_Process_2021	negative regulation of cell communication (GO:0010648)	ACVR1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	PRKACA	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	response to glucagon (GO:0033762)	PRKACA	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	response to progesterone (GO:0032570)	TGFB1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	negative regulation of protein localization to cell periphery (GO:1904376)	TGFB1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	negative regulation of protein localization to plasma membrane (GO:1903077)	TGFB1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	regulation of fibroblast migration (GO:0010762)	TGFB1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	negative regulation of small GTPase mediated signal transduction (GO:0051058)	SPRY4	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	positive regulation of transcription regulatory region DNA binding (GO:2000679)	TGFB1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	endocardial cushion development (GO:0003197)	ACVR1	0.027984153316513986	0.0723002045804088
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	TGFB1;RIN3	0.028025871157111706	0.0723002045804088
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	JAK3;TGM2	0.028025871157111706	0.0723002045804088
GO_Biological_Process_2021	negative regulation of biomineral tissue development (GO:0070168)	TGFB1	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	negative regulation of lymphocyte activation (GO:0051250)	JAK3	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	cellular response to nerve growth factor stimulus (GO:1990090)	ACAP2	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	positive regulation of peptidase activity (GO:0010952)	VSIR	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	membrane lipid metabolic process (GO:0006643)	ST3GAL6	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	membrane protein intracellular domain proteolysis (GO:0031293)	TGFB1	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	mitochondrial calcium ion homeostasis (GO:0051560)	TGM2	0.029297749526199113	0.0735773027873864
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	PRKACA	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	regulation of SMAD protein signal transduction (GO:0060390)	TGFB1	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	positive regulation of interleukin-17 production (GO:0032740)	TGFB1	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	hyaluronan metabolic process (GO:0030212)	TGFB1	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	oligosaccharide biosynthetic process (GO:0009312)	ST3GAL6	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	ear morphogenesis (GO:0042471)	TIFAB	0.030609636304970163	0.07516366248220452
GO_Biological_Process_2021	extracellular matrix assembly (GO:0085029)	TGFB1	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	carbohydrate biosynthetic process (GO:0016051)	ST3GAL6	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	TGFB1	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	cardiac muscle cell differentiation (GO:0055007)	ACVR1	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	inner ear morphogenesis (GO:0042472)	TIFAB	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	positive regulation of phospholipase activity (GO:0010518)	GNA13	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	dorsal/ventral pattern formation (GO:0009953)	ACVR1	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	protein kinase B signaling (GO:0043491)	TGFB1	0.03191981578702488	0.07612531606761688
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	ACVR1;PRKACA	0.032140613687398525	0.07622960669313258
GO_Biological_Process_2021	regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	PRKACA	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	PRKACA	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	receptor catabolic process (GO:0032801)	TGFB1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	RNA splicing, via transesterification reactions (GO:0000375)	SF3A3	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	cellular response to hexose stimulus (GO:0071331)	PRKACA	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	negative regulation of signaling (GO:0023057)	ACVR1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	TGFB1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	outflow tract septum morphogenesis (GO:0003148)	ACVR1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor production (GO:0010575)	TGFB1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	ventricular cardiac muscle tissue development (GO:0003229)	TGFB1	0.033228290097006515	0.07622960669313258
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	TIFAB;TGFB1	0.03356248182400418	0.07673077741143025
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	VCAM1;ICAM1	0.034138115815491026	0.076834717054074
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	VCAM1;ICAM1	0.03442739671656247	0.076834717054074
GO_Biological_Process_2021	regulation of regulatory T cell differentiation (GO:0045589)	VSIR	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	regulation of biomineral tissue development (GO:0070167)	TGFB1	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	negative regulation of protein localization to membrane (GO:1905476)	TGFB1	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	positive regulation of microtubule polymerization or depolymerization (GO:0031112)	FES	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	negative regulation of receptor-mediated endocytosis (GO:0048261)	RIN3	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	endothelial cell development (GO:0001885)	ICAM1	0.034535061360654686	0.076834717054074
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	ICAM1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	regulation of transcription regulatory region DNA binding (GO:2000677)	TGFB1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	regulation of vascular endothelial growth factor production (GO:0010574)	TGFB1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	positive regulation of gene silencing by miRNA (GO:2000637)	TGFB1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	regulation of cell junction assembly (GO:1901888)	PRKACA	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	positive regulation of striated muscle cell differentiation (GO:0051155)	TGFB1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	protein export from nucleus (GO:0006611)	TGFB1	0.03584013171184842	0.07790822073755903
GO_Biological_Process_2021	response to ketone (GO:1901654)	TGFB1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	positive regulation of microtubule polymerization (GO:0031116)	FES	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	keratan sulfate biosynthetic process (GO:0018146)	ST3GAL6	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	cellular response to interleukin-6 (GO:0071354)	ST3GAL6	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	TGFB1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	TGFB1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	macromolecule catabolic process (GO:0009057)	TGFB1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	T cell activation involved in immune response (GO:0002286)	ICAM1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	ventricular septum morphogenesis (GO:0060412)	ACVR1	0.037143503267645234	0.07842720594410442
GO_Biological_Process_2021	establishment of endothelial barrier (GO:0061028)	ICAM1	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	positive regulation of dephosphorylation (GO:0035306)	TGFB1	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	regulation of calcium ion transmembrane transporter activity (GO:1901019)	PRKACA	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	negative regulation of interferon-gamma production (GO:0032689)	VSIR	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	positive regulation of leukocyte migration (GO:0002687)	ICAM1	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	positive regulation of viral genome replication (GO:0045070)	SRPK1	0.038445178147396245	0.0796536034741366
GO_Biological_Process_2021	regulation of striated muscle contraction (GO:0006942)	PRKACA	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	positive regulation of endopeptidase activity (GO:0010950)	VSIR	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	response to alcohol (GO:0097305)	TGFB1	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	heterotypic cell-cell adhesion (GO:0034113)	VCAM1	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	TGFB1	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	TGFB1	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	positive regulation of small GTPase mediated signal transduction (GO:0051057)	TGM2	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	primary neural tube formation (GO:0014020)	TGFB1	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	mRNA splice site selection (GO:0006376)	SF3A3	0.03974515847448719	0.08009434671302433
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	TGFB1;ICAM1	0.040722347155882264	0.08074719565494647
GO_Biological_Process_2021	receptor signaling pathway via JAK-STAT (GO:0007259)	JAK3	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	TGFB1	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	renal water homeostasis (GO:0003091)	PRKACA	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	regulation of cellular component size (GO:0032535)	RIN3	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	positive regulation of locomotion (GO:0040017)	TGFB1	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	tube closure (GO:0060606)	TGFB1	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	peptide cross-linking (GO:0018149)	TGM2	0.041043446358547446	0.08074719565494647
GO_Biological_Process_2021	aortic valve morphogenesis (GO:0003180)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	cellular response to glucose stimulus (GO:0071333)	PRKACA	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	regulation of intracellular protein transport (GO:0033157)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	chondrocyte differentiation (GO:0002062)	TGFB1	0.04234004393150865	0.08160304978659952
GO_Biological_Process_2021	apoptotic cell clearance (GO:0043277)	TGM2	0.04363495328991679	0.08320497500560657
GO_Biological_Process_2021	keratan sulfate metabolic process (GO:0042339)	ST3GAL6	0.04363495328991679	0.08320497500560657
GO_Biological_Process_2021	vasculogenesis (GO:0001570)	TGFB1	0.04363495328991679	0.08320497500560657
GO_Biological_Process_2021	epithelial tube morphogenesis (GO:0060562)	ACVR1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	ICAM1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	positive regulation of DNA binding (GO:0043388)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	response to steroid hormone (GO:0048545)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	cellular response to amino acid stimulus (GO:0071230)	CASTOR1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	positive regulation of protein dephosphorylation (GO:0035307)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	neural tube closure (GO:0001843)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	regulation of myoblast differentiation (GO:0045661)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	ventricular cardiac muscle tissue morphogenesis (GO:0055010)	TGFB1	0.0449281765490304	0.08320497500560657
GO_Biological_Process_2021	regulation of TORC1 signaling (GO:1903432)	CASTOR1	0.046219715818065006	0.08488551686254044
GO_Biological_Process_2021	negative regulation of Ras protein signal transduction (GO:0046580)	SPRY4	0.046219715818065006	0.08488551686254044
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	TGFB1	0.046219715818065006	0.08488551686254044
GO_Biological_Process_2021	regulation of receptor internalization (GO:0002090)	RIN3	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	aortic valve development (GO:0003176)	TGFB1	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	negative regulation of fat cell differentiation (GO:0045599)	TGFB1	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	regulation of cardiac muscle contraction (GO:0055117)	PRKACA	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	positive regulation of myeloid leukocyte differentiation (GO:0002763)	FES	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	cellular response to heat (GO:0034605)	PRKACA	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	regulation of mRNA processing (GO:0050684)	SRPK1	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	regulation of ossification (GO:0030278)	ACVR1	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	regulation of protein import into nucleus (GO:0042306)	TGFB1	0.047509573208732836	0.08513201901997262
GO_Biological_Process_2021	regulation of actin cytoskeleton reorganization (GO:2000249)	FES	0.048797750803848496	0.08650510369773143
GO_Biological_Process_2021	negative regulation of epithelial cell apoptotic process (GO:1904036)	ICAM1	0.048797750803848496	0.08650510369773143
GO_Biological_Process_2021	regulation of transport (GO:0051049)	FES	0.048797750803848496	0.08650510369773143
GO_Biological_Process_2021	positive regulation of myeloid cell differentiation (GO:0045639)	FES	0.048797750803848496	0.08650510369773143
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	ACVR1;SPRY4	0.05007097170035996	0.08738383745485415
GO_Biological_Process_2021	positive regulation of cell development (GO:0010720)	TGM2	0.05008425072827236	0.08738383745485415
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	TGFB1	0.05008425072827236	0.08738383745485415
GO_Biological_Process_2021	response to estradiol (GO:0032355)	TGFB1	0.05008425072827236	0.08738383745485415
GO_Biological_Process_2021	negative regulation of TOR signaling (GO:0032007)	CASTOR1	0.05008425072827236	0.08738383745485415
GO_Biological_Process_2021	ventricular septum development (GO:0003281)	ACVR1	0.05008425072827236	0.08738383745485415
GO_Biological_Process_2021	negative regulation of cellular metabolic process (GO:0031324)	RIN3	0.0513690750681718	0.08892349026161334
GO_Biological_Process_2021	membrane protein proteolysis (GO:0033619)	TGFB1	0.0513690750681718	0.08892349026161334
GO_Biological_Process_2021	regulation of peptidyl-threonine phosphorylation (GO:0010799)	TGFB1	0.0513690750681718	0.08892349026161334
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	TGFB1;ICAM1	0.052434856631967036	0.08973888378026579
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	SF3A3;SRPK1	0.052434856631967036	0.08973888378026579
GO_Biological_Process_2021	negative regulation of cell-substrate adhesion (GO:0010812)	SPRY4	0.052652225928391236	0.08973888378026579
GO_Biological_Process_2021	bone development (GO:0060348)	TGM2	0.052652225928391236	0.08973888378026579
GO_Biological_Process_2021	regulation of microtubule polymerization (GO:0031113)	FES	0.052652225928391236	0.08973888378026579
GO_Biological_Process_2021	organic hydroxy compound transport (GO:0015850)	SLC16A1	0.052652225928391236	0.08973888378026579
GO_Biological_Process_2021	negative regulation of cell-cell adhesion (GO:0022408)	TGFB1	0.0539337053893905	0.09098739611492596
GO_Biological_Process_2021	response to growth factor (GO:0070848)	ACVR1	0.0539337053893905	0.09098739611492596
GO_Biological_Process_2021	carboxylic acid transmembrane transport (GO:1905039)	SLC16A1	0.0539337053893905	0.09098739611492596
GO_Biological_Process_2021	regulation of protein dephosphorylation (GO:0035304)	TGFB1	0.0539337053893905	0.09098739611492596
GO_Biological_Process_2021	positive regulation of epithelial to mesenchymal transition (GO:0010718)	TGFB1	0.055213515553328894	0.0926748374983723
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	ICAM1	0.055213515553328894	0.0926748374983723
GO_Biological_Process_2021	regulation of cell-cell adhesion (GO:0022407)	TGFB1	0.056491658509140605	0.0940154849922255
GO_Biological_Process_2021	cellular glucose homeostasis (GO:0001678)	PRKACA	0.056491658509140605	0.0940154849922255
GO_Biological_Process_2021	positive regulation of T cell differentiation (GO:0045582)	VSIR	0.056491658509140605	0.0940154849922255
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	GNA13;TGM2	0.05657945476907689	0.0940154849922255
GO_Biological_Process_2021	positive regulation of biosynthetic process (GO:0009891)	TGFB1	0.05776813633613761	0.09480265938331493
GO_Biological_Process_2021	cardiac ventricle morphogenesis (GO:0003208)	TGFB1	0.05776813633613761	0.09480265938331493
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	ICAM1	0.05776813633613761	0.09480265938331493
GO_Biological_Process_2021	positive regulation of osteoblast differentiation (GO:0045669)	ACVR1	0.05776813633613761	0.09480265938331493
GO_Biological_Process_2021	embryonic organ morphogenesis (GO:0048562)	ACVR1	0.05776813633613761	0.09480265938331493
GO_Biological_Process_2021	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	JAK3	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	TGFB1	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	positive regulation of nervous system development (GO:0051962)	TGM2	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	negative regulation of T cell activation (GO:0050868)	JAK3	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	TGFB1	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	zymogen activation (GO:0031638)	VSIR	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	protein deacetylation (GO:0006476)	MIER3	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	TGFB1	0.05904295112171703	0.09501329270315144
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	TGFB1;PRKACA	0.060119512068493565	0.09612879227441887
GO_Biological_Process_2021	erythrocyte differentiation (GO:0030218)	JAK3	0.06031610495649811	0.09612879227441887
GO_Biological_Process_2021	positive regulation of nucleocytoplasmic transport (GO:0046824)	TGFB1	0.06031610495649811	0.09612879227441887
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	VSIR	0.06031610495649811	0.09612879227441887
GO_Biological_Process_2021	mRNA processing (GO:0006397)	SF3A3;PRKACA	0.06155686299926461	0.09630325174413491
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	TGFB1	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	TGFB1	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	JAK3	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	histone deacetylation (GO:0016575)	MIER3	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	regulation of DNA binding (GO:0051101)	TGFB1	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	embryonic heart tube morphogenesis (GO:0003143)	ACVR1	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	TGFB1	0.06158759990876803	0.09630325174413491
GO_Biological_Process_2021	innate immune response (GO:0045087)	FES;SRPK1	0.06228002808004758	0.09691739869398207
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	TGFB1;JAK3	0.06264272427143729	0.09691739869398207
GO_Biological_Process_2021	positive regulation of blood vessel endothelial cell migration (GO:0043536)	TGFB1	0.06285743806698686	0.09691739869398207
GO_Biological_Process_2021	negative regulation of MAP kinase activity (GO:0043407)	SPRY4	0.06285743806698686	0.09691739869398207
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	TGFB1	0.06285743806698686	0.09691739869398207
GO_Biological_Process_2021	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	VSIR	0.06285743806698686	0.09691739869398207
GO_Biological_Process_2021	response to glucose (GO:0009749)	PRKACA	0.06412562148920224	0.09773629206285307
GO_Biological_Process_2021	regulation of cellular localization (GO:0060341)	FES	0.06412562148920224	0.09773629206285307
GO_Biological_Process_2021	regulation of cellular protein metabolic process (GO:0032268)	TGFB1	0.06412562148920224	0.09773629206285307
GO_Biological_Process_2021	positive regulation of reactive oxygen species metabolic process (GO:2000379)	TGFB1	0.06412562148920224	0.09773629206285307
GO_Biological_Process_2021	oligosaccharide metabolic process (GO:0009311)	ST3GAL6	0.06412562148920224	0.09773629206285307
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	GNA13;TGM2	0.0652021540906028	0.09914914716071023
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	FES	0.06539215225886762	0.09921051933095933
GO_Biological_Process_2021	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	SPRY4	0.06665703244937396	0.10024773477131577
GO_Biological_Process_2021	regulation of interleukin-12 production (GO:0032655)	JAK3	0.06665703244937396	0.10024773477131577
GO_Biological_Process_2021	mesenchymal cell differentiation (GO:0048762)	TGFB1	0.06665703244937396	0.10024773477131577
GO_Biological_Process_2021	cilium assembly (GO:0060271)	EHD4;PRKACA	0.06668061996101095	0.10024773477131577
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	PRKACA	0.06792026411773805	0.10119356204507939
GO_Biological_Process_2021	glycolipid metabolic process (GO:0006664)	ST3GAL6	0.06792026411773805	0.10119356204507939
GO_Biological_Process_2021	cartilage development (GO:0051216)	TGFB1	0.06792026411773805	0.10119356204507939
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	JAK3	0.06792026411773805	0.10119356204507939
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	ACVR1	0.06918184933137322	0.10284207647242252
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	FES;TGM2	0.07004858786944483	0.10389756992716313
GO_Biological_Process_2021	negative regulation of viral genome replication (GO:0045071)	SRPK1	0.0704417901623858	0.10401538280102848
GO_Biological_Process_2021	regulation of proteasomal protein catabolic process (GO:0061136)	PRKACA	0.0704417901623858	0.10401538280102848
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	SLC16A1	0.07170008865913224	0.10517070526770947
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	TGFB1	0.07170008865913224	0.10517070526770947
GO_Biological_Process_2021	regulation of cardiac conduction (GO:1903779)	PRKACA	0.07170008865913224	0.10517070526770947
GO_Biological_Process_2021	glycosaminoglycan catabolic process (GO:0006027)	TGFB1	0.07295674689077883	0.1060752701504087
GO_Biological_Process_2021	blood vessel morphogenesis (GO:0048514)	TGFB1	0.07295674689077883	0.1060752701504087
GO_Biological_Process_2021	positive regulation of interleukin-1 beta production (GO:0032731)	GSDMD	0.07295674689077883	0.1060752701504087
GO_Biological_Process_2021	Rho protein signal transduction (GO:0007266)	GNA13	0.07295674689077883	0.1060752701504087
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	SLC16A1	0.07421176689431265	0.10742882412866657
GO_Biological_Process_2021	monocarboxylic acid transport (GO:0015718)	SLC16A1	0.07421176689431265	0.10742882412866657
GO_Biological_Process_2021	receptor metabolic process (GO:0043112)	TGFB1	0.07546515074471088	0.10853231007319591
GO_Biological_Process_2021	chordate embryonic development (GO:0043009)	TGFB1	0.07546515074471088	0.10853231007319591
GO_Biological_Process_2021	regulation of phagocytosis (GO:0050764)	TGM2	0.07546515074471088	0.10853231007319591
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	GNA13;JAK3;TGM2	0.07695597073820969	0.11043681515028793
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	TGFB1	0.07796701814188411	0.11140545911221804
GO_Biological_Process_2021	peptidyl-threonine phosphorylation (GO:0018107)	ACVR1	0.07796701814188411	0.11140545911221804
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	ACVR1;TGFB1	0.0785133290082955	0.11194481103763422
