Term	Genes	P.value	Adjusted.P.value
regulation of T cell mediated immunity (GO:0002709)	TNFRSF1B	0.06043811633234245	0.135873839310118
positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)	NCF1	0.06043811633234245	0.135873839310118
positive regulation of integrin activation (GO:0033625)	PLEK	0.06043811633234245	0.135873839310118
response to sterol (GO:0036314)	TGFBR2	0.06043811633234245	0.135873839310118
positive regulation of myelination (GO:0031643)	TNFRSF1B	0.06043811633234245	0.135873839310118
protein kinase C signaling (GO:0070528)	PLEK	0.06043811633234245	0.135873839310118
myeloid leukocyte differentiation (GO:0002573)	CEBPA;TGFBR2	0.0611139735177439	0.1371393047144937
extrinsic apoptotic signaling pathway (GO:0097191)	FAS;TNFRSF1B	0.06263456172564622	0.14029217331168728
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	NCF1;B2M	0.06416797767577442	0.14052808965326966
regulation of actin filament polymerization (GO:0030833)	HCK;NCKAP1L	0.06416797767577442	0.14052808965326966
positive regulation of JNK cascade (GO:0046330)	NCF1;FCGR2B	0.06416797767577442	0.14052808965326966
regulation of protein phosphorylation (GO:0001932)	CD74;ITGB2;TMEM119;FAS	0.06420830403801692	0.14052808965326966
negative regulation of signal transduction (GO:0009968)	PTPRC;CCL5;PLEK;SHISA2	0.06491322383001719	0.14052808965326966
negative regulation of programmed cell death (GO:0043069)	NFKBIA;HCK;CD74;FAS;NCKAP1L	0.06508258761353118	0.14052808965326966
central nervous system development (GO:0007417)	C1QA;ITGAM;PCDH18;TGFBR2	0.06562221604037512	0.14052808965326966
negative regulation of B cell proliferation (GO:0030889)	FCGR2B	0.06574955100746059	0.14052808965326966
regulation of actin filament depolymerization (GO:0030834)	PLEK	0.06574955100746059	0.14052808965326966
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	NCKAP1L	0.06574955100746059	0.14052808965326966
negative regulation of leukocyte apoptotic process (GO:2000107)	MERTK	0.06574955100746059	0.14052808965326966
regulation of dendritic cell differentiation (GO:2001198)	FCGR2B	0.06574955100746059	0.14052808965326966
cellular response to thyroid hormone stimulus (GO:0097067)	CTSS	0.06574955100746059	0.14052808965326966
negative regulation of vascular permeability (GO:0043116)	RAMP2	0.06574955100746059	0.14052808965326966
cochlea morphogenesis (GO:0090103)	TIFAB	0.06574955100746059	0.14052808965326966
phasic smooth muscle contraction (GO:0014821)	TIFAB	0.06574955100746059	0.14052808965326966
early endosome to Golgi transport (GO:0034498)	SNX1	0.06574955100746059	0.14052808965326966
positive regulation of actin filament depolymerization (GO:0030836)	PLEK	0.06574955100746059	0.14052808965326966
positive regulation of cellular senescence (GO:2000774)	B2M	0.06574955100746059	0.14052808965326966
regulation of triglyceride catabolic process (GO:0010896)	PNPLA2	0.06574955100746059	0.14052808965326966
serine family amino acid biosynthetic process (GO:0009070)	SERINC3	0.06574955100746059	0.14052808965326966
keratan sulfate catabolic process (GO:0042340)	HEXB	0.06574955100746059	0.14052808965326966
positive regulation of protein depolymerization (GO:1901881)	PLEK	0.06574955100746059	0.14052808965326966
macrophage chemotaxis (GO:0048246)	CCL5	0.06574955100746059	0.14052808965326966
toll-like receptor 3 signaling pathway (GO:0034138)	UNC93B1	0.06574955100746059	0.14052808965326966
negative regulation by host of viral process (GO:0044793)	CCL8	0.06574955100746059	0.14052808965326966
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	ADGRE1;GNA13;RAMP2	0.06699217511497767	0.14293233847026868
cellular response to hormone stimulus (GO:0032870)	RAMP2;CTSS	0.06884329539600655	0.14420051226793945
negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	VSIR	0.07103122432967693	0.14420051226793945
antifungal innate immune response (GO:0061760)	PLCG2	0.07103122432967693	0.14420051226793945
regulation of antigen receptor-mediated signaling pathway (GO:0050854)	PTPRC	0.07103122432967693	0.14420051226793945
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)	CD74	0.07103122432967693	0.14420051226793945
negative regulation of macrophage derived foam cell differentiation (GO:0010745)	NFKBIA	0.07103122432967693	0.14420051226793945
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341)	CD74	0.07103122432967693	0.14420051226793945
negative regulation of myotube differentiation (GO:0010832)	TMEM119	0.07103122432967693	0.14420051226793945
cellular response to interleukin-15 (GO:0071350)	IL2RG	0.07103122432967693	0.14420051226793945
chondroitin sulfate catabolic process (GO:0030207)	HEXB	0.07103122432967693	0.14420051226793945
regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	ITGB2	0.07103122432967693	0.14420051226793945
cranial nerve development (GO:0021545)	TIFAB	0.07103122432967693	0.14420051226793945
cytoplasmic sequestering of protein (GO:0051220)	NFKBIA	0.07103122432967693	0.14420051226793945
pathway-restricted SMAD protein phosphorylation (GO:0060389)	TGFBR2	0.07103122432967693	0.14420051226793945
embryonic hemopoiesis (GO:0035162)	TGFBR2	0.07103122432967693	0.14420051226793945
endochondral bone morphogenesis (GO:0060350)	TMEM119	0.07103122432967693	0.14420051226793945
plasma membrane tubulation (GO:0097320)	BIN2	0.07103122432967693	0.14420051226793945
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	SLC11A1	0.07103122432967693	0.14420051226793945
regulation of receptor signaling pathway via STAT (GO:1904892)	PTPRC	0.07103122432967693	0.14420051226793945
positive regulation of calcium-mediated signaling (GO:0050850)	PLCG2	0.07103122432967693	0.14420051226793945
positive regulation of cell aging (GO:0090343)	B2M	0.07103122432967693	0.14420051226793945
response to iron ion (GO:0010039)	B2M	0.07103122432967693	0.14420051226793945
response to thyroid hormone (GO:0097066)	CTSS	0.07103122432967693	0.14420051226793945
interleukin-15-mediated signaling pathway (GO:0035723)	IL2RG	0.07103122432967693	0.14420051226793945
positive regulation of reactive oxygen species biosynthetic process (GO:1903428)	PLCG2	0.07103122432967693	0.14420051226793945
mature B cell differentiation involved in immune response (GO:0002313)	FCGR2B	0.07103122432967693	0.14420051226793945
positive regulation of transporter activity (GO:0032411)	SGK1	0.07103122432967693	0.14420051226793945
negative regulation by host of viral transcription (GO:0043922)	CCL5	0.07103122432967693	0.14420051226793945
negative regulation of alcohol biosynthetic process (GO:1902931)	PLEK	0.07103122432967693	0.14420051226793945
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	NFKBIA;HAVCR2	0.07362730616661911	0.14746485358648984
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	FAS;ICAM1	0.07524527674775665	0.14746485358648984
negative regulation of bone mineralization (GO:0030502)	SRGN	0.0762833015257954	0.14746485358648984
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	B2M	0.0762833015257954	0.14746485358648984
negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)	CD74	0.0762833015257954	0.14746485358648984
negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	SHISA2	0.0762833015257954	0.14746485358648984
atrioventricular valve development (GO:0003171)	TGFBR2	0.0762833015257954	0.14746485358648984
branching involved in blood vessel morphogenesis (GO:0001569)	TGFBR2	0.0762833015257954	0.14746485358648984
cardiac left ventricle morphogenesis (GO:0003214)	TGFBR2	0.0762833015257954	0.14746485358648984
negative regulation of T cell mediated immunity (GO:0002710)	PTPRC	0.0762833015257954	0.14746485358648984
neuromuscular process controlling balance (GO:0050885)	TIFAB	0.0762833015257954	0.14746485358648984
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	CD74	0.0762833015257954	0.14746485358648984
cytoplasmic sequestering of transcription factor (GO:0042994)	NFKBIA	0.0762833015257954	0.14746485358648984
defense response to protozoan (GO:0042832)	SLC11A1	0.0762833015257954	0.14746485358648984
regulation of response to endoplasmic reticulum stress (GO:1905897)	FCGR2B	0.0762833015257954	0.14746485358648984
genitalia development (GO:0048806)	TIFAB	0.0762833015257954	0.14746485358648984
regulation of vasculogenesis (GO:2001212)	RIN2	0.0762833015257954	0.14746485358648984
renal absorption (GO:0070293)	SGK1	0.0762833015257954	0.14746485358648984
positive regulation of lymphocyte migration (GO:2000403)	CCL5	0.0762833015257954	0.14746485358648984
positive regulation of macrophage chemotaxis (GO:0010759)	CCL5	0.0762833015257954	0.14746485358648984
secondary palate development (GO:0062009)	TGFBR2	0.0762833015257954	0.14746485358648984
sequestering of extracellular ligand from receptor (GO:0035581)	NRROS	0.0762833015257954	0.14746485358648984
sodium-independent organic anion transport (GO:0043252)	SLCO2B1	0.0762833015257954	0.14746485358648984
substrate-dependent cell migration (GO:0006929)	PTPRC	0.0762833015257954	0.14746485358648984
T cell differentiation in thymus (GO:0033077)	PTPRC	0.0762833015257954	0.14746485358648984
manganese ion transport (GO:0006828)	SLC11A1	0.0762833015257954	0.14746485358648984
positive regulation of regulatory T cell differentiation (GO:0045591)	VSIR	0.0762833015257954	0.14746485358648984
positive regulation of T cell chemotaxis (GO:0010820)	CCL5	0.0762833015257954	0.14746485358648984
positive regulation of T-helper cell differentiation (GO:0045624)	CD86	0.0762833015257954	0.14746485358648984
myeloid dendritic cell activation (GO:0001773)	TGFBR2	0.0762833015257954	0.14746485358648984
regulation of G protein-coupled receptor signaling pathway (GO:0008277)	CCL5;PLEK	0.07851509301501222	0.15153787427698703
Arp2/3 complex-mediated actin nucleation (GO:0034314)	ARPC1B	0.08150594689102497	0.15293387871051672
regulation of integrin activation (GO:0033623)	PLEK	0.08150594689102497	0.15293387871051672
regulation of lymphocyte activation (GO:0051249)	CCL5	0.08150594689102497	0.15293387871051672
regulation of macrophage differentiation (GO:0045649)	C1QC	0.08150594689102497	0.15293387871051672
regulation of microglial cell activation (GO:1903978)	PTPRC	0.08150594689102497	0.15293387871051672
embryonic cranial skeleton morphogenesis (GO:0048701)	TGFBR2	0.08150594689102497	0.15293387871051672
regulation of secretion (GO:0051046)	SGK1	0.08150594689102497	0.15293387871051672
regulation of sequestering of triglyceride (GO:0010889)	PNPLA2	0.08150594689102497	0.15293387871051672
positive regulation of cell killing (GO:0031343)	SYK	0.08150594689102497	0.15293387871051672
regulation of T cell chemotaxis (GO:0010819)	CCL5	0.08150594689102497	0.15293387871051672
response to acidic pH (GO:0010447)	CTSS	0.08150594689102497	0.15293387871051672
positive regulation of membrane protein ectodomain proteolysis (GO:0051044)	TNFRSF1B	0.08150594689102497	0.15293387871051672
superoxide anion generation (GO:0042554)	NCF1	0.08150594689102497	0.15293387871051672
macrophage migration (GO:1905517)	CCL5	0.08150594689102497	0.15293387871051672
T cell proliferation (GO:0042098)	SLC11A1	0.08150594689102497	0.15293387871051672
positive regulation of response to cytokine stimulus (GO:0060760)	CD74	0.08150594689102497	0.15293387871051672
modulation by host of viral genome replication (GO:0044827)	CCL8	0.08150594689102497	0.15293387871051672
prostanoid biosynthetic process (GO:0046457)	CD74	0.08150594689102497	0.15293387871051672
regulation of cell migration (GO:0030334)	CD74;CCL5;SGK1;VSIR;FERMT3	0.08173784406644834	0.15313231897633994
B cell activation involved in immune response (GO:0002312)	FCGR2B	0.08669932386563564	0.15971620511818158
negative regulation of immune effector process (GO:0002698)	HAVCR2	0.08669932386563564	0.15971620511818158
regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	CD84	0.08669932386563564	0.15971620511818158
ceramide catabolic process (GO:0046514)	HEXB	0.08669932386563564	0.15971620511818158
regulation of leukocyte activation (GO:0002694)	CD74	0.08669932386563564	0.15971620511818158
dendritic cell chemotaxis (GO:0002407)	CCL5	0.08669932386563564	0.15971620511818158
regulation of monocyte differentiation (GO:0045655)	CD74	0.08669932386563564	0.15971620511818158
porphyrin-containing compound catabolic process (GO:0006787)	SLCO2B1	0.08669932386563564	0.15971620511818158
heme catabolic process (GO:0042167)	SLCO2B1	0.08669932386563564	0.15971620511818158
positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	ITGB2	0.08669932386563564	0.15971620511818158
necroptotic process (GO:0070266)	CD14	0.08669932386563564	0.15971620511818158
transforming growth factor beta receptor signaling pathway (GO:0007179)	NRROS;TGFBR2	0.09029686708945786	0.1654635078212422
regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	GMFG	0.0918635949518264	0.1654635078212422
negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)	CD74	0.0918635949518264	0.1654635078212422
regulation of cell killing (GO:0031341)	ICAM1	0.0918635949518264	0.1654635078212422
negative regulation of phagocytosis (GO:0050765)	FCGR2B	0.0918635949518264	0.1654635078212422
regulation of leukocyte migration (GO:0002685)	NCKAP1L	0.0918635949518264	0.1654635078212422
regulation of osteoblast proliferation (GO:0033688)	TMEM119	0.0918635949518264	0.1654635078212422
regulation of stem cell proliferation (GO:0072091)	PTPRC	0.0918635949518264	0.1654635078212422
positive regulation of collagen metabolic process (GO:0010714)	VSIR	0.0918635949518264	0.1654635078212422
positive regulation of macrophage activation (GO:0043032)	CEBPA	0.0918635949518264	0.1654635078212422
ruffle organization (GO:0031529)	PLEK	0.0918635949518264	0.1654635078212422
stabilization of membrane potential (GO:0030322)	KCNK6	0.0918635949518264	0.1654635078212422
stem cell development (GO:0048864)	PTPRC	0.0918635949518264	0.1654635078212422
positive regulation of smooth muscle cell migration (GO:0014911)	CCL5	0.0918635949518264	0.1654635078212422
positive regulation of stem cell proliferation (GO:2000648)	PTPRC	0.0918635949518264	0.1654635078212422
positive regulation of cellular component biogenesis (GO:0044089)	SYK;PLEK	0.09549673840912326	0.16992307513058127
T cell activation (GO:0042110)	CD74;PTPRC	0.09549673840912326	0.16992307513058127
pulmonary valve development (GO:0003177)	TNFRSF1B	0.09699892180024121	0.16992307513058127
negative regulation of leukocyte cell-cell adhesion (GO:1903038)	TNFAIP8L2	0.09699892180024121	0.16992307513058127
negative regulation of signal transduction by p53 class mediator (GO:1901797)	CD74	0.09699892180024121	0.16992307513058127
neuron maturation (GO:0042551)	C1QA	0.09699892180024121	0.16992307513058127
dendritic cell migration (GO:0036336)	CCL5	0.09699892180024121	0.16992307513058127
regulation of platelet aggregation (GO:0090330)	SYK	0.09699892180024121	0.16992307513058127
positive regulation of cell cycle phase transition (GO:1901989)	PLCG2	0.09699892180024121	0.16992307513058127
positive regulation of glial cell differentiation (GO:0045687)	TNFRSF1B	0.09699892180024121	0.16992307513058127
hyaluronan catabolic process (GO:0030214)	HEXB	0.09699892180024121	0.16992307513058127
positive regulation of lymphocyte chemotaxis (GO:0140131)	CCL5	0.09699892180024121	0.16992307513058127
interleukin-6-mediated signaling pathway (GO:0070102)	CEBPA	0.09699892180024121	0.16992307513058127
positive regulation of nervous system process (GO:0031646)	TNFRSF1B	0.09699892180024121	0.16992307513058127
leukocyte tethering or rolling (GO:0050901)	VCAM1	0.09699892180024121	0.16992307513058127
positive regulation of phosphoprotein phosphatase activity (GO:0032516)	PTPRC	0.09699892180024121	0.16992307513058127
positive regulation of response to endoplasmic reticulum stress (GO:1905898)	FCGR2B	0.09699892180024121	0.16992307513058127
programmed necrotic cell death (GO:0097300)	CD14	0.09699892180024121	0.16992307513058127
prostanoid metabolic process (GO:0006692)	HPGDS	0.09699892180024121	0.16992307513058127
regulation of kinase activity (GO:0043549)	CD74;MERTK	0.099010227911688	0.17264071686648919
positive regulation of epithelial cell migration (GO:0010634)	PLCG2;RIN2	0.099010227911688	0.17264071686648919
interleukin-1-mediated signaling pathway (GO:0070498)	NFKBIA;IL1R1	0.099010227911688	0.17264071686648919
purine ribonucleoside bisphosphate metabolic process (GO:0034035)	TPST2	0.10210546516485934	0.17264071686648919
pyroptosis (GO:0070269)	GSDMD	0.10210546516485934	0.17264071686648919
atrioventricular valve morphogenesis (GO:0003181)	TGFBR2	0.10210546516485934	0.17264071686648919
negative regulation of immune system process (GO:0002683)	FCGR2B	0.10210546516485934	0.17264071686648919
negative regulation of nervous system development (GO:0051961)	B2M	0.10210546516485934	0.17264071686648919
cellular response to interleukin-7 (GO:0098761)	IL2RG	0.10210546516485934	0.17264071686648919
negative regulation of striated muscle cell differentiation (GO:0051154)	TMEM119	0.10210546516485934	0.17264071686648919
neuromuscular process (GO:0050905)	TIFAB	0.10210546516485934	0.17264071686648919
regulation of lymphocyte proliferation (GO:0050670)	TNFRSF1B	0.10210546516485934	0.17264071686648919
regulation of neuroinflammatory response (GO:0150077)	TNFRSF1B	0.10210546516485934	0.17264071686648919
regulation of oligodendrocyte differentiation (GO:0048713)	TNFRSF1B	0.10210546516485934	0.17264071686648919
endocardial cushion morphogenesis (GO:0003203)	TGFBR2	0.10210546516485934	0.17264071686648919
pore complex assembly (GO:0046931)	GSDMD	0.10210546516485934	0.17264071686648919
positive regulation of actin cytoskeleton reorganization (GO:2000251)	HCK	0.10210546516485934	0.17264071686648919
response to cholesterol (GO:0070723)	TGFBR2	0.10210546516485934	0.17264071686648919
positive regulation of leukocyte activation (GO:0002696)	CEBPA	0.10210546516485934	0.17264071686648919
positive regulation of macrophage migration (GO:1905523)	CCL5	0.10210546516485934	0.17264071686648919
interleukin-7-mediated signaling pathway (GO:0038111)	IL2RG	0.10210546516485934	0.17264071686648919
positive regulation of monocyte chemotaxis (GO:0090026)	CCL5	0.10210546516485934	0.17264071686648919
leukocyte adhesion to vascular endothelial cell (GO:0061756)	VCAM1	0.10210546516485934	0.17264071686648919
long-term memory (GO:0007616)	SGK1	0.10210546516485934	0.17264071686648919
positive regulation of triglyceride metabolic process (GO:0090208)	PNPLA2	0.10210546516485934	0.17264071686648919
cellular transition metal ion homeostasis (GO:0046916)	SLC11A1;LCN2	0.10255976652066612	0.1731676725397617
calcium ion homeostasis (GO:0055074)	CCL8;CCL5	0.10434766572490813	0.17594175859727565
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	CEBPA	0.10718338491793168	0.1777604225278266
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	SHISA2	0.10718338491793168	0.1777604225278266
cellular response to interferon-beta (GO:0035458)	IRF1	0.10718338491793168	0.1777604225278266
regulation of granulocyte chemotaxis (GO:0071622)	CCL5	0.10718338491793168	0.1777604225278266
regulation of lymphocyte differentiation (GO:0045619)	NCKAP1L	0.10718338491793168	0.1777604225278266
positive regulation of alpha-beta T cell activation (GO:0046635)	SYK	0.10718338491793168	0.1777604225278266
regulation of smooth muscle cell migration (GO:0014910)	CCL5	0.10718338491793168	0.1777604225278266
regulation of T cell migration (GO:2000404)	CCL5	0.10718338491793168	0.1777604225278266
ganglioside metabolic process (GO:0001573)	HEXB	0.10718338491793168	0.1777604225278266
granulocyte differentiation (GO:0030851)	CEBPA	0.10718338491793168	0.1777604225278266
hepaticobiliary system development (GO:0061008)	CEBPA	0.10718338491793168	0.1777604225278266
positive regulation of interferon-alpha production (GO:0032727)	TLR7	0.10718338491793168	0.1777604225278266
positive regulation of stress-activated MAPK cascade (GO:0032874)	NCF1;FCGR2B	0.1079489593957971	0.17878586180968306
negative regulation of gene expression (GO:0010629)	SRGN;SLC11A1;FCGR2B;HAVCR2	0.10970994121493245	0.18145486190044688
cellular response to oxygen-containing compound (GO:1901701)	CD86;NCF1;CD14;TNFRSF1B	0.11062831270537524	0.18264164590364396
cellular response to chemical stress (GO:0062197)	NCF1;FAS	0.11158324398886037	0.18264164590364396
positive regulation of protein localization to membrane (GO:1905477)	ITGAM;ITGB2	0.11158324398886037	0.18264164590364396
actin nucleation (GO:0045010)	ARPC1B	0.11223284006929028	0.18264164590364396
neuron apoptotic process (GO:0051402)	FAS	0.11223284006929028	0.18264164590364396
regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	LY86	0.11223284006929028	0.18264164590364396
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	PTPRC	0.11223284006929028	0.18264164590364396
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	FAS	0.11223284006929028	0.18264164590364396
regulation of transcription by RNA polymerase III (GO:0006359)	CEBPA	0.11223284006929028	0.18264164590364396
positive regulation of immune system process (GO:0002684)	NCKAP1L	0.11223284006929028	0.18264164590364396
positive regulation of phosphatase activity (GO:0010922)	PLEK	0.11223284006929028	0.18264164590364396
vacuolar acidification (GO:0007035)	SLC11A1	0.11223284006929028	0.18264164590364396
regulation of cell death (GO:0010941)	CCL5;TNFRSF1B	0.11341238709229966	0.18431410700140802
cellular metal ion homeostasis (GO:0006875)	CCL8;CCL5	0.11709394540604319	0.18705169814733522
negative regulation of B cell activation (GO:0050869)	FCGR2B	0.1172539887068551	0.18705169814733522
negative regulation of biomineral tissue development (GO:0070168)	SRGN	0.1172539887068551	0.18705169814733522
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	CEBPA	0.1172539887068551	0.18705169814733522
cell projection assembly (GO:0030031)	NCKAP1L	0.1172539887068551	0.18705169814733522
negative regulation of phosphate metabolic process (GO:0045936)	PLEK	0.1172539887068551	0.18705169814733522
regulation of lipid storage (GO:0010883)	NFKBIA	0.1172539887068551	0.18705169814733522
regulation of macrophage chemotaxis (GO:0010758)	CCL5	0.1172539887068551	0.18705169814733522
regulation of membrane protein ectodomain proteolysis (GO:0051043)	TNFRSF1B	0.1172539887068551	0.18705169814733522
glutathione derivative biosynthetic process (GO:1901687)	HPGDS	0.1172539887068551	0.18705169814733522
glutathione derivative metabolic process (GO:1901685)	HPGDS	0.1172539887068551	0.18705169814733522
positive regulation of lipid catabolic process (GO:0050996)	PNPLA2	0.1172539887068551	0.18705169814733522
positive regulation of peptidase activity (GO:0010952)	VSIR	0.1172539887068551	0.18705169814733522
positive regulation of translational initiation (GO:0045948)	CCL5	0.1172539887068551	0.18705169814733522
phosphate-containing compound metabolic process (GO:0006796)	PTPRC;PLCG2;PLD4	0.11860550785632588	0.1889594311516793
regulation of JNK cascade (GO:0046328)	NCF1;FCGR2B	0.11894607294499668	0.18925364686137086
small GTPase mediated signal transduction (GO:0007264)	ARHGAP30;RIN2	0.12080557649998248	0.19124722110560818
positive regulation of GTPase activity (GO:0043547)	CCL8;CCL5;ARHGAP45	0.1210620582069253	0.19124722110560818
positive regulation of protein modification process (GO:0031401)	CD74;TMEM119;FAS	0.1210620582069253	0.19124722110560818
acylglycerol biosynthetic process (GO:0046463)	PNPLA2	0.12224698812022401	0.19124722110560818
regulation of B cell receptor signaling pathway (GO:0050855)	FCGR2B	0.12224698812022401	0.19124722110560818
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	NCKAP1L	0.12224698812022401	0.19124722110560818
oligosaccharide biosynthetic process (GO:0009312)	B4GALT1	0.12224698812022401	0.19124722110560818
regulation of mononuclear cell migration (GO:0071675)	CCL5	0.12224698812022401	0.19124722110560818
diacylglycerol metabolic process (GO:0046339)	PNPLA2	0.12224698812022401	0.19124722110560818
ear morphogenesis (GO:0042471)	TIFAB	0.12224698812022401	0.19124722110560818
positive regulation of cholesterol efflux (GO:0010875)	NFKBIA	0.12224698812022401	0.19124722110560818
hyaluronan metabolic process (GO:0030212)	HEXB	0.12224698812022401	0.19124722110560818
triglyceride catabolic process (GO:0019433)	PNPLA2	0.12224698812022401	0.19124722110560818
intracellular protein transport (GO:0006886)	CD74;SNX1;SYK;UNC93B1	0.12287820403247128	0.1919873097753155
regulation of apoptotic process (GO:0042981)	NFKBIA;GNA13;HCK;CD74;FAS;NCKAP1L;SGK1	0.12713713830252915	0.1946147532024745
regulation of cell size (GO:0008361)	PLEK	0.12721199471109496	0.1946147532024745
carbohydrate biosynthetic process (GO:0016051)	B4GALT1	0.12721199471109496	0.1946147532024745
negative regulation of neuron differentiation (GO:0045665)	B2M	0.12721199471109496	0.1946147532024745
regulation of cytokine production involved in immune response (GO:0002718)	TNFRSF1B	0.12721199471109496	0.1946147532024745
negative regulation of ossification (GO:0030279)	SRGN	0.12721199471109496	0.1946147532024745
negative regulation of protein tyrosine kinase activity (GO:0061099)	PTPRC	0.12721199471109496	0.1946147532024745
defense response to fungus (GO:0050832)	PLCG2	0.12721199471109496	0.1946147532024745
extracellular matrix assembly (GO:0085029)	RAMP2	0.12721199471109496	0.1946147532024745
immune response-activating cell surface receptor signaling pathway (GO:0002429)	FCER1G	0.12721199471109496	0.1946147532024745
inner ear morphogenesis (GO:0042472)	TIFAB	0.12721199471109496	0.1946147532024745
positive regulation of neuron apoptotic process (GO:0043525)	ITGAM	0.12721199471109496	0.1946147532024745
positive regulation of p38MAPK cascade (GO:1900745)	NCF1	0.12721199471109496	0.1946147532024745
lymphocyte activation involved in immune response (GO:0002285)	CD74	0.12721199471109496	0.1946147532024745
positive regulation of viral life cycle (GO:1903902)	CD74	0.12721199471109496	0.1946147532024745
protein kinase B signaling (GO:0043491)	CCL5	0.12721199471109496	0.1946147532024745
cellular response to lipid (GO:0071396)	CD86;CD14;TNFRSF1B	0.12728510217690672	0.1946147532024745
response to tumor necrosis factor (GO:0034612)	CCL8;CCL5	0.12831456110661343	0.19594198387852668
positive regulation of cell motility (GO:2000147)	CCL5;VSIR;FERMT3	0.12980621285283914	0.19797078191375214
phosphatidylinositol metabolic process (GO:0046488)	PLEK;PLCG2	0.1321097194402483	0.19978715450044676
3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)	TPST2	0.1321491639735245	0.19978715450044676
negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)	FCGR2B	0.1321491639735245	0.19978715450044676
negative regulation of cellular carbohydrate metabolic process (GO:0010677)	PLEK	0.1321491639735245	0.19978715450044676
regulation of myotube differentiation (GO:0010830)	TMEM119	0.1321491639735245	0.19978715450044676
outflow tract septum morphogenesis (GO:0003148)	TGFBR2	0.1321491639735245	0.19978715450044676
positive regulation of T cell migration (GO:2000406)	CCL5	0.1321491639735245	0.19978715450044676
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	CD74;TIFA;PLCG2	0.13362112585481078	0.20176125222355756
sulfur compound biosynthetic process (GO:0044272)	HPGDS;B4GALT1	0.13401699512103082	0.20210761748687134
cellular response to transforming growth factor beta stimulus (GO:0071560)	NRROS;TGFBR2	0.1359305594915406	0.20440933888033183
negative regulation of cell development (GO:0010721)	B2M	0.13705865061663106	0.20440933888033183
regulation of actin filament bundle assembly (GO:0032231)	PLEK	0.13705865061663106	0.20440933888033183
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	CD74	0.13705865061663106	0.20440933888033183
regulation of monocyte chemotaxis (GO:0090025)	CCL5	0.13705865061663106	0.20440933888033183
regulation of myelination (GO:0031641)	TNFRSF1B	0.13705865061663106	0.20440933888033183
endothelial cell development (GO:0001885)	ICAM1	0.13705865061663106	0.20440933888033183
glial cell development (GO:0021782)	NRROS	0.13705865061663106	0.20440933888033183
positive regulation of ion transmembrane transporter activity (GO:0032414)	CTSS	0.13705865061663106	0.20440933888033183
positive regulation of protein metabolic process (GO:0051247)	CD86;NFKBIA	0.13785028240993086	0.20533772128301359
regulation of protein-containing complex assembly (GO:0043254)	HCK;SYK	0.13977603495385676	0.20769658070254848
tumor necrosis factor-mediated signaling pathway (GO:0033209)	NFKBIA;TNFRSF1B	0.13977603495385676	0.20769658070254848
regulation of epidermal growth factor-activated receptor activity (GO:0007176)	NCF1	0.1419406084517323	0.20963004703212043
cellular response to cadmium ion (GO:0071276)	NCF1	0.1419406084517323	0.20963004703212043
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	TIFA	0.1419406084517323	0.20963004703212043
regulation of toll-like receptor signaling pathway (GO:0034121)	IRF1	0.1419406084517323	0.20963004703212043
positive regulation of erythrocyte differentiation (GO:0045648)	NCKAP1L	0.1419406084517323	0.20963004703212043
positive regulation of protein-containing complex assembly (GO:0031334)	SYK;PLEK	0.1436451193807709	0.21188964146811165
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	SYK;FAS	0.1455881995811384	0.21266033560516517
